assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
2492,13481,Antagonistic activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand,F,,,,,,,,
2493,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]- rauwolscine as radioligand,B,,,,,,,,
2494,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT 2B as radioligand,B,,,,,,,,
2495,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand,B,,,,,,,,
2496,12369,The compound evaluated for its affinity against 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2497,12369,Affinity against 5-hydroxytryptamine 2A receptor (D) labeled with [125I]DOI.,B,,,,,,,,
2498,12369,Affinity against 5-hydroxytryptamine 2A receptor (K) labeled with [3H]ketanserin.,B,,,,,,,,
2499,14447,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 2A receptor from cloned Human membranes,B,,,,,,,,
2500,14447,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 2A receptor from cloned Human membranes.,B,,,,,,,,
2501,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,B,,,,,,,NIH3T3,
2502,6857,Relative efficacy against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,F,,,,,,,CHO,
2503,6857,Relative efficacy against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,F,,,Homo sapiens,9606.0,,,CHO,
2504,5635,Selectivity ratio of binding affinity of 5-hydroxytryptamine 2A receptor to that of 5-hydroxytryptamine 2C receptor.,B,,,,,,,,
2505,12861,Binding activity radioligand.,B,,,,,,,,
2506,12861,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,B,,,,,,,,
2507,5105,Binding affinity for human cloned 5-HT2A receptor expressed in L929 cells using [125I]R91150 as radioligand,B,,,,,,,L929,
2508,5104,Binding affinity for human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells using [125I]R91150 as radioligand,B,,,,,,,L929,
2509,5105,Binding affinity at human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells by [125I]R91150 displacement.,B,,,,,,,L929,
2510,5105,Binding affinity for human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells using [125I]R91150 as radioligand; Not tested,B,,,,,,,L929,
2511,5254,Binding affinity against 5-HT2A receptor,B,,,,,,,,
2512,5254,Binding affinity against 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2513,13267,Antagonistic binding affinity measured against 5-hydroxytryptamine 2A receptor (human clone expressed in 293 cells) using [3H]ketanserin as radioligand,B,,,,,,,HEK293,
2514,13267,Antagonistic binding affinity measured against 5-hydroxytryptamine 2C receptor (human clone expressed in 293 cells) using [3H]mesulergine as radioligand,B,,,,,,,HEK293,
2515,14157,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed in HEK 293 cells,B,,,Homo sapiens,9606.0,,,HEK293,
2516,12936,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,B,,,Homo sapiens,9606.0,,,HEK293,
2517,14068,Binding affinity against human 5-hydroxytryptamine 2A receptor using displacement of [3H]5-HT,B,,,,,,,,
2518,12936,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,B,,,Homo sapiens,9606.0,,,HEK293,
2519,12936,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,B,,,Homo sapiens,9606.0,,,HEK293,
2520,4540,Binding affinity to human cloned 5-hydroxytryptamine 2A receptor in HEK 293 cells using [3H]- ketanserin as radioligand,B,,,Homo sapiens,9606.0,,,HEK293,
2521,6166,Binding affinity at human cloned 5-hydroxytryptamine 2A receptor.,B,,,,,,,,
2522,17296,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptors in HEK 293 cells using [3H]ketanserin as radioligand,B,,,,,,,HEK293,
2523,17296,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptors in HEK 293 cells using [3H]ketanserin as radioligand,B,,,,,,,HEK293,
2524,17296,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptorswithouteffect in HEK 293 cells using [3H]ketanserin as radioligand,B,,,,,,,HEK293,
2525,15779,Binding affinity towards 5-hydroxytryptamine 2A receptor (human cloned receptor) in HEK 293 cells using [3H]ketanserin as radioligand.,B,,,Homo sapiens,9606.0,,,HEK293,
2526,14391,Binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK 293 cells using [3H]ketanserin as radioligand,B,,,,,,,HEK293,
2527,15851,"Binding affinity towards human cloned 5-hydroxytryptamine receptor 2A in HEK293 cells, using [3H]ketanserin as radioligand.",B,,,,,,,HEK293,
2528,15851,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells; compound is insoluble,B,,,Homo sapiens,9606.0,,,HEK293,
2529,3832,Binding affinity towards human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by displacement of [3H]ketanserin,B,,,,,,,HEK293,
2530,3833,In vitro binding affinity at human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by [3H]ketanserin displacement.,B,,,,,,,HEK293,
2531,12936,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,B,,,Homo sapiens,9606.0,,,HEK293,
2532,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand,B,,,,,,,NIH3T3,
2533,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,B,,,,,,,NIH3T3,
2534,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,B,,,,,,,NIH3T3,
2535,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 2A receptor in HEK 293 cells using [3H]ketanserin as the radioligand,B,,,,,,,HEK293,
2536,1883,Compound was evaluated for displacement of [3H]ketanserin from human cloned 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells,B,,,,,,,CHO-K1,
2537,1883,Displacement of [3H]-ketanserin from human cloned 5-hydroxytryptamine 2A receptor expressed in CHO-K1 cells.,B,,,,,,,CHO-K1,
2538,14875,Binding affinity for human 5-hydroxytryptamine 2A receptor,B,,,Homo sapiens,9606.0,,,,
2539,15146,Compound was tested for its binding affinity against 5-hydroxytryptamine 2A receptor in human cloned receptors in HEK 293 cells using [3H]ketanserin,B,,,,,,,HEK293,
2540,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2A receptor in HEK 293 using [3H]ketanserin as a radioligand,B,,,,,,,HEK293,
2541,16404,Inhibitory constant for human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,B,,,Homo sapiens,9606.0,,,CHO,
2542,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2A receptor in HEK293 cells using [3H]-ketanserin.,B,,,,,,,HEK293,
2543,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2A receptor in HEK293 cells, using [3H]ketanserin as radioligand",B,,,,,,,HEK293,
2544,12652,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2A receptor in 3T3 cells,F,,,,,,,NIH3T3,
2545,4682,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells,B,,,,,,,NIH3T3,
2546,12652,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2A receptor,F,,,,,,,,
2547,4921,Ability to displace [3H]-Ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2548,4921,Ability to displace [3H]ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor; ND denotes not determined,B,,,,,,,,
2549,16312,Binding affinity against rabbit aorta 5-HT2A receptor,B,,,Oryctolagus cuniculus,9986.0,,,,
2550,14998,Binding affinity for 5-hydroxytryptamine 2A receptor of rabbit aorta ring preparations,B,,,Oryctolagus cuniculus,9986.0,,,,
2551,14025,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 2A receptor in the rabbit saphenous aorta,B,,,Oryctolagus cuniculus,9986.0,,,,
2552,13047,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,B,,,Oryctolagus cuniculus,9986.0,,,,
2553,13047,The compound was tested for binding affinity against 5-HT2A receptor,B,,,Oryctolagus cuniculus,9986.0,,,,
2554,1883,Compound was evaluated for displacement of [3H]ketanserin from cloned rat 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells.,B,,,,,,,CHO-K1,
2555,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein,B,,,,,,,,
2556,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,B,,,,,,,,
2557,13463,Binding affinity analysed on 5-HT 2A in rat stomach fundus.,B,,,,,,Stomach,,
2558,13463,Binding affinity for 5-HT 2A in rat stomach fundus,B,,,Rattus norvegicus,10116.0,,Stomach,,
2559,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,B,,,,,,,,
2560,16326,Ability to stimulate phosphoinositide hydrolysis in NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor,B,,,,,,,NIH3T3,
2561,14093,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2A receptor,F,,,,,,,,
2562,14093,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast expressing 5-hydroxytryptamine 2A receptor,F,,,,,,,,
2563,15740,Evaluated for the effective concentration at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2564,16633,Functional potency at the rat 5-hydroxytryptamine 2A receptor as effective concentration EC50 for stimulating Phosphoinositide accumulation,B,,,,,,,,
2565,17200,In vitro relative agonist activity against 5-hydroxytryptamine 2A using PI assay in rat vascular smooth muscle cells,F,,,Rattus norvegicus,10116.0,,,,
2566,17133,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2567,17133,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2568,17133,Tested for its ability to activate phospholipase c by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2569,17200,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,,,,,,
2570,15363,Efficacy at 5-hydroxytryptamine 2A receptor,F,,,,,,,,
2571,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),B,,,,,,,,
2572,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),B,,,Rattus norvegicus,10116.0,,,,
2573,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor determined by using PI assay (Emax),B,,,Rattus norvegicus,10116.0,,,,
2574,17200,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,Rattus norvegicus,10116.0,,,,
2575,17200,The receptor (5-hydroxytryptamine 2A) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,,,,,,
2576,17211,Ability to displace [3H]ketanserin (0.5 nM) from cerebral cortex of rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2577,17331,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]-ketanserin from rat prefrontal cerebral cortex mambranes,B,,,,,,,,
2578,13565,Binding affinity to serotonin 5-hydroxytryptamine 2A receptors using a radioligand [3H]ketanserin binding assay in rat cortical membranes,B,,,,,,,,
2579,13730,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was evaluated using [3H]- ketanserin as radioligand,B,,,,,,,,
2580,12416,In vitro affinity towards 5-hydroxytryptamine 2A receptor using [3H]spiroperidol as radioligand in cortex,B,,,,,,,,
2581,15295,Compound was tested for it's binding affinity towards 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2582,1742,Compound was tested for its ability to displace [3H]DOB from 5-hydroxytryptamine 2A receptor in rat cortex homogenates,B,,,,,,,,
2583,15295,Compound was tested for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2584,14970,Binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]ketanserin as radioligand,B,,,,,,,,
2585,16693,In vitro binding affinity for serotonin 5-hydroxytryptamine 2A receptor of rat cerebral cortex using [3H]ketanserin as radioligand,B,,,,,,,,
2586,14776,Inhibition of [3H]ketanserin binding to rat frontal cortex membrane 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,,,,
2587,14286,In vitro inhibitory concentration against radioligand [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cortical membrane,B,,,,,,,,
2588,17200,In vitro inhibition of [125I]DOI binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex,B,,,Rattus norvegicus,10116.0,,,,
2589,15306,Inhibitory concentration against 5-hydroxytryptamine 2A receptor (Inactive at >1000 nM concentration),B,,,,,,,,
2590,14178,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,,,,
2591,14229,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor from rat brain,B,,,Rattus norvegicus,10116.0,,,,
2592,12884,Binding affinity towards 5-hydroxytryptamine 2A receptor binding site using [3H]ketanserin. ,B,,,,,,,,
2593,13149,"Binding affinity for 5-hydroxytryptamine 2A receptor, activity is expressed as IC50 values.",B,,,,,,,,
2594,15295,Displacement of [3H]ketanserin from rat cortical membrane 5-hydroxytryptamine 2A receptor at 10e-7 M,B,,,Rattus norvegicus,10116.0,,,,
2595,15740,Intrinsic activity was determined at 5-hydroxytryptamine 2A receptor which is percentage response given compared with the response produced by 10 uM serotonin.,B,,,,,,,,
2596,15185,"Compound was tested for binding affinity at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate using [125I]-2,5-Dimethoxy -4-iodoamphetamine (DOI).",B,,,,,,,,
2597,15185,"Compound was tested for binding affinity using [3H]MDL-100,907 at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate.",B,,,,,,,,
2598,17529,Ability to bind to central serotonin 5-hydroxytryptamine 2A receptor in vitro in cortex of the rat brain using [3H]ketanserin radioligand,B,,,,,,,,
2599,14826,Ability to displace [3H]- ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,B,,,,,,,,
2600,17211,Displacement of [3H]ketanserin (0.5 nM) from rat cerebral cortex 5-hydroxytryptamine 2A receptors,B,,,,,,,,
2601,14826,Ability to displace [3H]ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,B,,,,,,,,
2602,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2603,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor; Not tested,B,,,,,,,,
2604,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor in NIH3T3 cell line membranes,B,,,,,,,NIH3T3,
2605,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor.,B,,,,,,,,
2606,15436,Affinity 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,B,,,Rattus norvegicus,10116.0,,,,
2607,15436,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,B,,,Rattus norvegicus,10116.0,,,,
2608,14442,Affinity at [3H]ketanserin-labeled 5-hydroxytryptamine 2A receptor in rat brain homogenate was determined,B,,,,,,Brain,,
2609,12457,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2A receptor,B,,,,,,,,
2610,12457,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,,,NIH3T3,
